sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4
test.enc.prompt.txt::01267,"Say,...did you just",0.0,content_diversity,grab my coffee thinking it was yours?,think that coffee was yours because it's mine.,pick up my cup of tea by mistake?,take my cup of coffee in error?,take my cofee thinking it was yours?
test.enc.prompt.txt::01268,What's wrong with,1.0,content_diversity,you? Has someone died?,the idea? Have you a better one?,"it? I'll tell you what's wrong with it, it's hideous.",wanting things to go my way for a change huh?,the car? Is it the battery again?
test.enc.prompt.txt::01268,What's wrong with,0.0,content_diversity,"you, has your dog died?","your face, you look so sad, has someone croaked?",your eyes? Are you crying? Did he die?,"You, you lost a relative or something?","you, why so sad? Did something bad happen?"
test.enc.prompt.txt::01269,Yes! Yes! The,1.0,content_diversity,others said the same thing,boss said we are gonna leave soon,dinner is almost ready,same thing happened to me,light is still on
test.enc.prompt.txt::01269,Yes! Yes! The,0.0,content_diversity,food will be done soon,we will be eating soon,its almost time for food,dinner will be served soon,we will eat dinner in a few
test.enc.prompt.txt::01270,I don't have,1.0,content_diversity,what you want.,the answers.,the time for this.,any money.,any patience right now.
test.enc.prompt.txt::01270,I don't have,0.0,content_diversity,anything to give you.,what you're asking for.,whatever it is you are looking for.,what you need.,anything you want.
test.enc.prompt.txt::01271,"Wait, Eve, please!",1.0,content_diversity,I love you!,You still haven’t paid for your dinner!,You forgot your purse!,Let me buy you a drink!,Come and try this delicious apple from the tree!
test.enc.prompt.txt::01271,"Wait, Eve, please!",0.0,content_diversity,"I would like to order a drink for you, if you’re interested.","You’re so beautiful, can I get you a beverage?",I need to find out more about you. Can I get you a martini or something?,Can we talk over drinks?,You have such a nice name. Can I grab you something to drink?
test.enc.prompt.txt::01272,I think it's,1.0,content_diversity,gonna rain,the best film i've seen,more than complicated,impossible to travel on mars,so ugly sweater
test.enc.prompt.txt::01272,I think it's,0.0,content_diversity,the greatest movie i've seen,the most amazing movie i've seen,the coolest film of all time,fascinating movie,my favourite film
test.enc.prompt.txt::01273,Watching television in,1.0,content_diversity,my underwear.,my room.,my parent's bedroom.,my car.,my living room.
test.enc.prompt.txt::01273,Watching television in,0.0,content_diversity,my panties.,my boxers.,my undergarments.,my skivvies.,my briefs.
test.enc.prompt.txt::01274,Why not buy,1.0,content_diversity,in bulk,more toilet paper,his product,new book for uni,this fancy phone
test.enc.prompt.txt::01274,Why not buy,0.0,content_diversity,new textbook,this book that is for your course,textbook for university,this new book that will help you at uni,textbook for your course at uni
test.enc.prompt.txt::01275,Who are these,1.0,content_diversity,people on my lawn?,guys in my house?,podcasts from Apple?,four members of the band?,new workers?
test.enc.prompt.txt::01275,Who are these,0.0,content_diversity,men in my home?,people in my living area?,individuals on my property?,humans in my chambers?,persons in my area?
test.enc.prompt.txt::01276,Adam? Don't even,1.0,content_diversity,think about it!,utter his name!,know who that is.,tell me.,want to see him.
test.enc.prompt.txt::01276,Adam? Don't even,0.0,content_diversity,try it!,touch it!,think about doing that.,try.,touch.
test.enc.prompt.txt::01277,Because I want,1.0,content_diversity,to go on vacation.,this pandemic to be over.,to have children when I'm older.,you to shut up.,what's best for the family.
test.enc.prompt.txt::01277,Because I want,0.0,content_diversity,to be a mother in the future.,to have kids someday.,a family of my own.,my own offspring down the road.,babies in the coming years.
test.enc.prompt.txt::01278,I didn't know,1.0,content_diversity,"you like boys, i'm not homophobic btw",you are a virgin,you can't swim,you are such a good student,you don't have any friends
test.enc.prompt.txt::01278,I didn't know,0.0,content_diversity,you're gay,you like same sex,you like people of same sex,you are homosexual,you like boys even if you're a boy
test.enc.prompt.txt::01279,It didn't used,1.0,content_diversity,to be that way,work before so i see why,to go out all of the time,get so cold this time of the year,"begin that way, it kinda happened"
test.enc.prompt.txt::01279,It didn't used,0.0,content_diversity,why is it already getting col,it got cold faster than usual,its pretty cold out so sonn,its really cool already,i cant believe how cold it is already
test.enc.prompt.txt::01280,He has a,1.0,content_diversity,medical issue.,wife at home.,huge problem with me.,girlfriend already.,mental problem.
test.enc.prompt.txt::01280,He has a,0.0,content_diversity,huge issue with everyone including me.,big problem with me and the group.,problem with me that has turned gigantic.,gigantic issue with the fact I'm dating his ex.,enormous problem with me. He doesn't like me at all.
test.enc.prompt.txt::01281,The guy with,1.0,content_diversity,the big brown hat,curly red hair,a plate of food,a hole in his shirt,the big dog bouncing around
test.enc.prompt.txt::01281,The guy with,0.0,content_diversity,the playful german shepherd,the hyperactive large canine,the frisbee playing golden retriever,that really happy great pyrennees,a smiling poodle that is light on it's feet
test.enc.prompt.txt::01282,"Yep. You know,",1.0,content_diversity,they always act like that,I feel the same way,the beach is relaxing,having a job is a good thing,this pandemic has been bizarre
test.enc.prompt.txt::01282,"Yep. You know,",0.0,content_diversity,this virus has not followed norms in any way at all,there are just no models to predict how this epidemic will be,the things everyone is doing for this illness are just stranger than strange,I have never seen anything like covid-19,everything that has been happening with the pandemic has us in a new normal society
test.enc.prompt.txt::01283,Then just help,1.0,content_diversity,me instead,everyone please,if you can,as best as you can,all of the kids only
test.enc.prompt.txt::01283,Then just help,0.0,content_diversity,i need everyone to please help,anyone can help,they all can help if they want to,anybody can help,"please, everyone can help"
test.enc.prompt.txt::01284,I thought I,1.0,content_diversity,knew you i guess not,could trust you,called you this morning,told you about it,confirmed everything
test.enc.prompt.txt::01284,I thought I,0.0,content_diversity,pretty sure i told you,i think i told you,not sure if i mentioned it to you,were you told about it,definetly told you
test.enc.prompt.txt::01285,Why?! I think,1.0,content_diversity,I may like it here.,the brown color looks better than the blue.,cats are better pets than dogs.,she is far prettier than your wife.,it is raining outside.
test.enc.prompt.txt::01285,Why?! I think,0.0,content_diversity,felines are better pets than canines.,tabbies are better pets than hounds.,pussycats are better pets than pooches.,kittens are better pets than puppies.,cats make better companions than dogs.
test.enc.prompt.txt::01286,"Yes, I have",1.0,content_diversity,been waiting for you a long time,many friends,the newest technology,parents who support me,an umbrella here
test.enc.prompt.txt::01286,"Yes, I have",0.0,content_diversity,a lot of friends,many buddies,wide group of friends,a lot of people i consider friends,many people who are there for me
test.enc.prompt.txt::01287,No. I admire,1.0,content_diversity,you and your efforts,what you do,that you are good,everything about you,your skills
test.enc.prompt.txt::01287,No. I admire,0.0,content_diversity,the things you do are cool,"everything you do, its unique",how come everything you do is awesome?,very cool things that you do,everything you do seems cool
test.enc.prompt.txt::01288,"Eve, if you'll",1.0,content_diversity,"be like that, I give up","excuse me, I have better things to do","support him, everything will change","go ahead with the plan, it is an end of our friendship","be sore loser, then don't play next time"
test.enc.prompt.txt::01288,"Eve, if you'll",0.0,content_diversity,"behave like that, I give up","be like that, I quit","be rude, I quit","behave rude, I will quit","be like that, I'm not part of it anymore"
test.enc.prompt.txt::01289,"Adam...dumb question, but",1.0,content_diversity,do you like me as a friend,do you think we could be together,do you believe in ghosts,do you think trump should resign,do you believe in karma
test.enc.prompt.txt::01289,"Adam...dumb question, but",0.0,content_diversity,do you think we could end up together,do you think we can be a couple,do you think we can be in a relationship,do you think we could be romantic partners,do you think we could be lovers
test.enc.prompt.txt::01290,That's right. And,1.0,content_diversity,I'm not gonna change my mind.,don't argue with me.,the world will be ending soon.,you're fired.,the baby is due in March.
test.enc.prompt.txt::01290,That's right. And,0.0,content_diversity,the planet will soon be demolished.,Armageddon is on the horizon.,the apocalypse is near.,the Earth will cease to exist.,the world will be over.
test.enc.prompt.txt::01291,Adam....you should go,1.0,content_diversity,to bed now because you need rest.,to the store and get groceries.,ask her out before someone else does.,to Michigan State for college.,trick or treating with your little brother.
test.enc.prompt.txt::01291,Adam....you should go,0.0,content_diversity,to Kroger to pick up food.,to the supermarket.,to the food store.,to Piggly Wiggly for our weekly supplies.,to the market to replenish our food supply.
test.enc.prompt.txt::01292,We can make,1.0,content_diversity,the project work.,dinner together.,our kids happy.,everything better.,our love last.
test.enc.prompt.txt::01292,We can make,0.0,content_diversity,the plan successful.,proposal great.,design really good.,the work get done.,plan work out.
test.enc.prompt.txt::01293,"No, no! The",1.0,content_diversity,time is right,people left earlier,couch goes over there,fence is supposed to be white,alarm clock is set to 7
test.enc.prompt.txt::01293,"No, no! The",0.0,content_diversity,everyone left earlier,people went home earier,they left sometime earlier,no i think they left earlier in the day,possibly went home before you
test.enc.prompt.txt::01294,Helen-Thomas-Webber! Maybe we,1.0,content_diversity,can ask her!,can get in touch with her.,can call her.,should find her.,include her.
test.enc.prompt.txt::01294,Helen-Thomas-Webber! Maybe we,0.0,content_diversity,can send her a letter.,can write her.,can phone her.,can get in contact with her.,can contact her.
test.enc.prompt.txt::01295,"But, I don't",1.0,content_diversity,think we can do it without you,believe in such a things,support republicans,mind being with you,like spending time together
test.enc.prompt.txt::01295,"But, I don't",0.0,content_diversity,think it's feasible without you,think it's doable without your help,think we can succeed without you,believe we can do it on our own,think we can make it without you
test.enc.prompt.txt::01296,This is great,1.0,content_diversity,"movie, really worth watching",advice,"pizza, i will recommend it to my friends","class, you learn so much","man, he helped me so much"
test.enc.prompt.txt::01296,This is great,0.0,content_diversity,"film, so enjoyable","movie, i enjoyed watching it","movie, everyone should give it a try","movie, i really liked it","film, i think it is worth watching"
test.enc.prompt.txt::01297,You have very,1.0,content_diversity,pretty eyes,longing smile,soft hands,well got to be kidding me,tall friends
test.enc.prompt.txt::01297,You have very,0.0,content_diversity,your friends are really tall,they are really tall,"everyone you know, are so tall",how come your friends are so tall,they are very tall
test.enc.prompt.txt::01298,I've got goose-bumps,1.0,content_diversity,just thinking about it,from this weather,talking about the past,all over me,from drinking cold water
test.enc.prompt.txt::01298,I've got goose-bumps,0.0,content_diversity,sometimes i think,think about it,i am thinking,just thinking sometimes about it,so i thought about it
test.enc.prompt.txt::01299,"Oh, yes. It",1.0,content_diversity,is my favourite dish,is more complicated than it looks,kinda hard to be friends with you,isn't important to me,looks like we've made it
test.enc.prompt.txt::01299,"Oh, yes. It",0.0,content_diversity,hard to stay friends with you,is hard to be your friend,is really hard to be a friend of yours,is impossible to be your friend,is kinda hard to be your pal
test.enc.prompt.txt::01300,Thank you. Your,1.0,content_diversity,behaviour has improved substantially,kind words mean world to me,dog saved my grandma,actions really speak a lot about you,son helped my kid with test
test.enc.prompt.txt::01300,Thank you. Your,0.0,content_diversity,words mean a lot,words really mean a lot to me,words are so kind,words are priceless,words are important to me
test.enc.prompt.txt::01301,How old are,1.0,content_diversity,these puppies,your parents,these dirty socks,"people in japan, on average",these tomatoes
test.enc.prompt.txt::01301,How old are,0.0,content_diversity,your mom and dad,your mother and father,your family,you mom and pop,people who raised you
test.enc.prompt.txt::01302,He seems to,1.0,content_diversity,be sicker than we originally thought.,really like his date.,like driving trucks.,want a dog for his next pet.,hate his job.
test.enc.prompt.txt::01302,He seems to,0.0,content_diversity,dislike his occupation.,resent his position.,detest his obligations.,loathe his duties.,despise his career.
test.enc.prompt.txt::01303,...and his church,1.0,content_diversity,fought the shooter off quickly,defied the orders on social distancing,became a cult group,snubbed a family that wanted to join,isn't really spiritual it's more a social gathering place
test.enc.prompt.txt::01303,...and his church,0.0,content_diversity,congregation got together regardless of the rules,refused to comply with the governor's orders,had a large meeting in spite of the virus situation,angrily said they will stay open no matter what,infected a large amount of people due to their actions
test.enc.prompt.txt::01304,"According to Caltech,",1.0,content_diversity,harvard is best university,this new technology is not feasible,there's been a major breakout in this case,women live longer then men,burgers are not healthy
test.enc.prompt.txt::01304,"According to Caltech,",0.0,content_diversity,burgers are unhealthy,burgers are bad for your health,burgers are poor with nutrients,burgers damage your health,burgers impact your health in negative way
test.enc.prompt.txt::01305,Unless we get,1.0,content_diversity,"our revenge, I give up","his notes, it is not possible","the files, we can't succeed","the weather forecast, we can't be sure","our hands on drugs, we can't be profitable"
test.enc.prompt.txt::01305,Unless we get,0.0,content_diversity,"his notes, it isn't feasible","his notes, we can't do it","his notes, it is impossible to do it","his notes, we can forget about doing it","his notes, we won't succeed"
test.enc.prompt.txt::01306,"So...you...survived the blast,",1.0,content_diversity,are you ok after that?,that is insane,how does that happen?,wow how did you do that,that is impressive
test.enc.prompt.txt::01306,"So...you...survived the blast,",0.0,content_diversity,that is really crazy,how insane is that?,pretty crazy,that is something insane,pretty darn insane
test.enc.prompt.txt::01307,"Yes, yes, the",1.0,content_diversity,best for our guests.,butler will get your coat.,time has come.,game is starting.,bathroom is down the hall.
test.enc.prompt.txt::01307,"Yes, yes, the",0.0,content_diversity,match is beginning.,contest is going on.,meet is getting underway.,event is going ahead.,tournament is pushing forward.
test.enc.prompt.txt::01308,"For Pete's sake,",1.0,content_diversity,stop eating grass,you should behave yourself,don't drink and drive,don't cross the road without looking,stop running with scissors
test.enc.prompt.txt::01308,"For Pete's sake,",0.0,content_diversity,stop acting rude,you should behave better,watch your behaviour,stop acting like a spoiled brat,fix your behaviour
test.enc.prompt.txt::01309,"Hi, honey! Feeling",1.0,content_diversity,frisky?,hungry?,like going out?,happy today?,like doing the taxes today?
test.enc.prompt.txt::01309,"Hi, honey! Feeling",0.0,content_diversity,like going to do something?,like going on a date?,like getting out and having fun?,letting me take you out?,stepping out with me?
test.enc.prompt.txt::01310,We have to,1.0,content_diversity,think logically,go soon,believe in each other,be more clear next time,call again
test.enc.prompt.txt::01310,We have to,0.0,content_diversity,we are leaving sooon,we gotta go,we'll be leaving very soon,gotta be going,leaving asap
test.enc.prompt.txt::01311,Get the presents,1.0,content_diversity,for our family,and pack them,"into car, we'll deliver them",for my orphans,and put them on the table
test.enc.prompt.txt::01311,Get the presents,0.0,content_diversity,for our relatives,for the kids,for my parents,for my grandparents,our siblings
test.enc.prompt.txt::01312,"Yes, yes it",1.0,content_diversity,is a test that will challenge your abilities.,looks like a juicy hamburger to me.,looks really good on you!,goes over there next to the ottoman.,is almost time for bed and I am beat.
test.enc.prompt.txt::01312,"Yes, yes it",0.0,content_diversity,will be sure to put your mind to the test.,is the determining factor of whether you go to the next grade or not!,is an important achievement to accomplish.,is up to you what you do with the knowledge you have acquired.,but I have faith you will perform wonderfully.
test.enc.prompt.txt::01313,We stay down,1.0,content_diversity,"we stay alive, it's as simple as that.",south for the first week the north the second.,"at the lakeside, we've been here about a fortnight.","town in the swankiest hotel there is, we deserve it!","where the pollution is the thinnest, its healthier that way,"
test.enc.prompt.txt::01313,We stay down,0.0,content_diversity,"south for a while then head north,",south first and the north.,south for a while then go north.,south for 7 days and then north for another 7.,south to begin with then move north.
test.enc.prompt.txt::01314,And the ocean!,1.0,content_diversity,was really wet,it is calming,could not get any prettier,was cool,the ocean is great
test.enc.prompt.txt::01314,And the ocean!,0.0,content_diversity,its very calming,so calm,it is very cool and calm,i love how the ocean is calming,i cant believe how calm it is
test.enc.prompt.txt::01315,How long will,1.0,content_diversity,this visit take,she live after the procedure,you let your hair grow out to,this virus kill people,snow fall in the mountains tonight
test.enc.prompt.txt::01315,How long will,0.0,content_diversity,spending time at your mothers be,the doctor appointment last,we spend at the funeral home visitation,you stay over at her house,she sit on my couch today
test.enc.prompt.txt::01316,What are you,1.0,content_diversity,thinking about,doing tonight,gonna do about this,having for dinner tonight,calling this now
test.enc.prompt.txt::01316,What are you,0.0,content_diversity,what do you think of this,how are your thoughts on this,what are you thinking of this 1,"how did you think this would work, did you think about it?","ok, think about it first"
test.enc.prompt.txt::01317,"Go home, Cliff,",1.0,content_diversity,nobody likes you.,you are drunk.,your wife is waiting for you.,you have a big day at work tomorrow.,my family is ready to go to bed.
test.enc.prompt.txt::01317,"Go home, Cliff,",0.0,content_diversity,you have a 12 hour workday tomorrow.,you have to give a presentation at work tomorrow.,you have an important client meeting tomorrow.,you have to prepare for tomorrow's workday.,you have an important coporate event tomorrow.
test.enc.prompt.txt::01318,"Stop it, you",1.0,content_diversity,cant go in there,just call me and expect me to answer,be here,have some explaining to do,did not let me know you were coming
test.enc.prompt.txt::01318,"Stop it, you",0.0,content_diversity,sorry this is off limits,you cant come into here,"you cant go in, sorry",sorry you are not allowed,you cannot come in
test.enc.prompt.txt::01319,"You're serious, aren't",1.0,content_diversity,you?,i the 1 who paid for everything!,we leaving in a hour?,you going to work today?,doing something later?
test.enc.prompt.txt::01319,"You're serious, aren't",0.0,content_diversity,are we leaving soon?,i think we are leaving in about an hour,are we leaving in an hour?,do we leave soon,can we go in an hour or so?
test.enc.prompt.txt::01320,It means that,1.0,content_diversity,we get to go today,we should rethink everything,you should be more careful,try again,go home
test.enc.prompt.txt::01320,It means that,0.0,content_diversity,try harder,make an effirt again,be gentle and try another time,try to do it again,maybe have another go again
test.enc.prompt.txt::01321,"How 'bout it,",1.0,content_diversity,do you think is feasible,think about whole family,you fix your car,you study more next time,you don't hurt people
test.enc.prompt.txt::01321,"How 'bout it,",0.0,content_diversity,you think we can do it ourself?,you think it's doable?,do you think we can do it?,do you think we need no help?,do you think it's possible to do it?
test.enc.prompt.txt::01322,Are you kidding?!,1.0,content_diversity,I can't believe it!,I had no idea.,She said what?,I have to see it!,What?!
test.enc.prompt.txt::01322,Are you kidding?!,0.0,content_diversity,Show me!,Let me see!,Let's have a look.,I want to see it.,I must see this.
test.enc.prompt.txt::01323,Go to the,1.0,content_diversity,mall and get me some clothes,store and buy me cigarettes,frank's house,gas station and pick me up,post office and get the package for me
test.enc.prompt.txt::01323,Go to the,0.0,content_diversity,post and pick up a package,post office and collect the package,post and get me a parcel,post office and take a package for me,post and bring back my parcel
test.enc.prompt.txt::01324,Or pee in,1.0,content_diversity,the glass,the field,the sea,a restaurant toilet,"there, behind that bush"
test.enc.prompt.txt::01324,Or pee in,0.0,content_diversity,a restroom,a toilet in a restaurant,a wc in restaurant,a toilet when we get to a restaurant,a restaurant's restroom
test.enc.prompt.txt::01325,Or have perfect,1.0,content_diversity,teeth,relationship with you parents,score on your math test,timing to score winning goal,smile
test.enc.prompt.txt::01325,Or have perfect,0.0,content_diversity,moment to score,timing to score a winner,time to score a winning goal,moment to decide the game,timing for winning goal
test.enc.prompt.txt::01326,And if we,1.0,content_diversity,"go via the river, that will save us an hour.",do not tell anyone we will not be held accountable.,"do it right here and right now, are you okay with it?",do not shut the door they will al get back out again.,"shoot him, what then?"
test.enc.prompt.txt::01326,And if we,0.0,content_diversity,Take a different route we can save time.,want to save time we can go by the river.,need to get there on time we can take the river route.,"go by the river we will get there faster,",take the river road we will save time.
test.enc.prompt.txt::01327,Millions upon millions,1.0,content_diversity,of dollars constantly wasted,and its mine,of money,is great,would be cool
test.enc.prompt.txt::01327,Millions upon millions,0.0,content_diversity,its great,it would be great,that sounds great,so i think it could be great,that could be great
test.enc.prompt.txt::01328,I'm going to,1.0,content_diversity,make you a dinner,"the bar, don't wait for me",take the trash out,learn how to play a guitar,make a plan
test.enc.prompt.txt::01328,I'm going to,0.0,content_diversity,make you something to eat,make some food,cook food for you,prepare something to eat,treat you with a dinner
test.enc.prompt.txt::01329,I don't want,1.0,content_diversity,to go home yet,cry right now,more food,to move,to go to sleep
test.enc.prompt.txt::01329,I don't want,0.0,content_diversity,i need food now,"more please, i am hungry",we need food for everyone,this is not enough food,not sure if the food will be enough
test.enc.prompt.txt::01330,Shit Ben! How,1.0,content_diversity,could you let them get into this,thats crazy,is that even possible,in the heck did you manage that?,come i am just now hearing about this
test.enc.prompt.txt::01330,Shit Ben! How,0.0,content_diversity,how is that possible,that seems impossible,that cant be possible,"how is this happening, impossible",not all all possible
