sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4
test.sa-sb.sa-b::00837,"My wife gets blueberry muffins from the local supermarket. The batter varies from yellow to dark blue in color. Today, the batter was blue, my favorite. My wife was not pleased as yellow is her favorite.",0.0,content_diversity,the muffin is still good,they still taste yummy,"no matter the color, muffin taste very nice",the muffin satisfy my sweet tooth,it was very good muffin
test.sa-sb.sa-b::00857,The tree lost it's leaves. That winter it became very cold. The branches froze. The tree lost it's branches.,1.0,content_diversity,They had to saw the tree,Tree fell down on earth,One of the branches fell off and hit a young boy,"In the spring, the tree started growing again",It was a shame because tree was really old
test.sa-sb.sa-b::00814,Mike's dog had fleas. The dog lived in the house with Mike. Mike had bite marks on his legs. Mike realized he had gotten bitten by fleas.,0.0,content_diversity,Mike was sad,Mike felt sadness,Mike was really depressed,Mike didn't feel well,Mike had a sad feelings
test.sa-sb.sa-b::00826,Jane had a window frame that was not fully attached to the house. To fix it required climbing on the roof. Jane was too afraid to do this herself. Her grown son did it instead.,1.0,content_diversity,she was thankful,it was a job well done,they had dinner after,he was cautious when doing so,the window was fixed
test.sa-sb.sa-b::00793,Ann was a teacher at a local school. One day she gave her students a test. She caught a student cheating on the test. She sent the student to the office.,1.0,content_diversity,Student admitted his mistake,Student denied everything,Principal threatened to student with kicking him out,"In the office, student tried to threaten her",Student was sad
test.sa-sb.sa-b::00836,"We watched Lassie every day after school. We begged our parents to buy us a dog like that. One day my cousin's dog had a litter of puppies. We pleaded for one, but our parents didn't like dogs.",1.0,content_diversity,we got one anyway,our parents let us have one,we have to do chores to get the dog,we could not get one,our parents said that would be our birth date gifts
test.sa-sb.sa-b::00838,Paul wants to have some good footwear for winter. He decides to invest in a pair of heavy duty boots. Paul finds a great pair of boots. They're very warm.,0.0,content_diversity,he really likes them,he likes them a lot,they are one of his favs,they became his favorites,they became the top of things to wear in his list
test.sa-sb.sa-b::00813,One of the enemies was captured. He was tortured. He gave up some information. The information was put to good use.,1.0,content_diversity,he was then killed,he was then put into prison,the war ended,it was gruesome,that was part of war
test.sa-sb.sa-b::00802,Jenny didn't know what to watch. She kept scrolling through every option. Nothing caught her attention. Eventually she realized how late it was.,0.0,content_diversity,she decides to sleep,she went to her bed,she lay on the bed,she fell asleep,she choose the bed instead
test.sa-sb.sa-b::00876,"I always look forward to the weekends. On Friday, we took off from work a little early. We bought some beer and champagne. We relaxed and had a few drinks together.",0.0,content_diversity,we also cook,we decided to use the kitchen,we prepare some meals,we use our cooking skills,we make some dishes
test.sa-sb.sa-b::00845,Derek loved playing football. He was the quarterback and was pretty good. He only had one game left in his career. He wanted it to be a good one.,1.0,content_diversity,"Unfortunately, he broke his leg after being tackled.",He made the winning goal.,Derek kicked the winning goal in the final moments in the game.,Derek was the MVP during this game.,Derek was hurt early on and had to be benched.
test.sa-sb.sa-b::00845,Derek loved playing football. He was the quarterback and was pretty good. He only had one game left in his career. He wanted it to be a good one.,0.0,content_diversity,"The opposing team tackled him, breaking his leg.",His leg was broken after a tackle.,Derek had his leg broken during a particularly rough tackle.,An aggressive tackle broke his leg.,Derek broke his leg.
test.sa-sb.sa-b::00878,Jason worked very hard for his family. His wife didn't think he did enough. She told him that he needed to leave. Jason got very sad and depressed.,0.0,content_diversity,Jason turned to drugs and alcohol to deal with the loss of his family.,Jason became chemically dependent while trying to treat his depression.,Alcohol helped with Jason's feeling of despair.,Jason fell into alcoholism.,Jason tried coping with alcohol.
test.sa-sb.sa-b::00801,Nate's girlfriend was high maintenance. He tried buying generic cereal. It made her very upset. She only ate name brand cereal.,1.0,content_diversity,she broke up with him,he broke up with her,they split,she decides she would buy her own cereal,she gave him a scolding
test.sa-sb.sa-b::00801,Nate's girlfriend was high maintenance. He tried buying generic cereal. It made her very upset. She only ate name brand cereal.,0.0,content_diversity,she gave him a lecture,she give him a talk,she scolded him,she complain to him,she complain to his ears
test.sa-sb.sa-b::00859,Sam is playing with her friends in her room. They decide to play hide and seek. Sam goes and runs to hide. While running she trips and falls down the stairs.,1.0,content_diversity,She broke her collar bone and had to be rushed to the hospital.,Her friends all ran over and gasped in horror as they saw her contorted body at the bottom of the stairs.,"Luckily, she was not badly hurt because she landed on her feet!","She stood up, brushed herself off, and ran back up the stairs to continue the game.","Just as she was falling, her father happened to come out of the kitchen, ran up the stairs and grabbed her before she hit the bottom."
test.sa-sb.sa-b::00859,Sam is playing with her friends in her room. They decide to play hide and seek. Sam goes and runs to hide. While running she trips and falls down the stairs.,0.0,content_diversity,"She sprained her ankle, but luckily nothing was broken.",She fractured her leg in three different places and was in so much pain.,"Her friends were all concerned that she broke something, and they were right.",She started wailing from the searing pain running through her broken bone.,She broke her foot and had to wear a cast for an entire month.
test.sa-sb.sa-b::00874,Caleb dressed as Batman for halloween. He ordered a costume that looked really cool. The chest part was extra huge on him. It made it difficult for him to move around.,1.0,content_diversity,he has to struggle,he still like the look though,he looks like a meat head,this was not the best custom he has,he was still happy to be batman for haloween
test.sa-sb.sa-b::00874,Caleb dressed as Batman for halloween. He ordered a costume that looked really cool. The chest part was extra huge on him. It made it difficult for him to move around.,0.0,content_diversity,he has to tried hard,he has to deal with the difficulties,this make thing difficult for him,it was not easy,he has to cope
test.sa-sb.sa-b::00819,My violin teacher makes me play scales. I think scales are boring. She tells me that they help me improve my technique. I am spending more time playing scales to make her happy.,0.0,content_diversity,I did not need to,it was better I did not,I should have done what I wanted,doing that was not needed,doing so was unnecessary
test.sa-sb.sa-b::00858,"Barry always encouraged his daughter to do what she wanted. Recently, Barry's daughter told him she wanted to be a mechanic. Barry was shocked, but he decided to support his daughter. Barry's daughter is now a successful car mechanic for Toyota.",1.0,content_diversity,Barry is proud and brags about her all the time.,She is a great role model for other women who want to be mechanics.,"It's sometimes hard to be a woman mechanic, but she loves it anyway.","The guys she works with are great and supportive, too.",The guys she works with are jerks and that is annoying.
test.sa-sb.sa-b::00844,"Tim was walking into the office. He noticed someone was behind him. He decided to hold the door open for them. They were too far away, though.",0.0,content_diversity,Tim was embarrassed that he was standing there like a fool.,Tim tried to pretend he didn't feel dumb holding the door.,He wished he hadn't held the door as he felt foolish.,Tim remembered that trying to hold the door often made him feel awkward.,Tim was resigned to looking a little silly.
test.sa-sb.sa-b::00805,Sam is having a sleepover. Her friends are telling ghost stories. Sam hears a noise and screams. Her friends all laugh at her.,1.0,content_diversity,she was sad,she decides to scare her friends when they fell asleep,she decides to return the favor after,she laughs with them,"that night, she scares them one by one"
test.sa-sb.sa-b::00825,It any business you have to keep track of your resources. I was helping a friend inventory his business. He could name every part number in his inventory from memory. I asked him to give me a list of his employees.,1.0,content_diversity,He had a hard time recollecting.,He new every name and their birthdays.,He could not name them without looking at his files.,He named them all off the top of his head.,He could not remember the names of his employees.
test.sa-sb.sa-b::00794,"My cat woke me up this morning. She jumped on my bed and started meowing in my face. I did not want to get up, but she wouldn't go away. Finally, I pulled off the covers and followed her to her food bowl.",0.0,content_diversity,The cat fooled me. She still had food from last night.,The cat didn't even need more food!,"I should learn not to fall for that, she always has food available.",I was mad to see that she didn't even need food.,"She still had some food, but I topped off the bowl."
test.sa-sb.sa-b::00795,"Renny had a favorite cup he used every day. One day she told her son to put it in the sink for her. Her son grabbed the cup and walked towards the sink. On his way there, he tripped on a toy that was left on the ground.",1.0,content_diversity,he fell,the cup broke,he was able to save the cup,he was in pain,he broke his arm
test.sa-sb.sa-b::00828,The man stole a watch from his friend. He wore the watch out on the town. His friend recognized the watch. He asked to have it back.,1.0,content_diversity,the man gives it back,the man refuse to give it back,the police arrest the thief who refuse to return the watch,he was caught red handed,they got into a fight
test.sa-sb.sa-b::00864,Karl went to an Indian restaurant. It was his first time eating such food. He tried a few different things. Everything tasted good to him.,0.0,content_diversity,Karl learned to cook Indian food himself.,Karl studied Indian cooking and cooked at home.,Karl signed up for a class that taught methods of Indian cooking.,Karl and a friend took an Indian cooking class together.,Karl liked it so much that he studied Indian cooking techniques.
test.sa-sb.sa-b::00889,Liz was out on a date. She was nervous at dinner. She only got a small amount of food. Even that she cold barely eat.,0.0,content_diversity,she was so hungry,she was starving,"afterward, her hunger pain her",her stomach is growling,she feel the pain of starvation
test.sa-sb.sa-b::00830,Ben was a struggling actor. He went to several auditions. He finally got a call back on one of them. Ben got the part.,1.0,content_diversity,He called all his friends to tell them.,He was so happy he cried.,He realized he didn't really like acting very much so he quit.,His family was so proud they threw him a party.,His friend was jealous and they drifted apart.
test.sa-sb.sa-b::00830,Ben was a struggling actor. He went to several auditions. He finally got a call back on one of them. Ben got the part.,0.0,content_diversity,He went home and told everyone he knew.,He was so excited that he called a ton of people to tell them.,He had to let everyone know asap.,Ben was super excited to share the news.,Ben had a great evening letting everyone know.
test.sa-sb.sa-b::00840,I was walking down by the tracks the other day. There were a lot of pretty trees down by the tracks. I saw a few trains roll by. I had a great time outdoors that day.,0.0,content_diversity,I want to walk around this area again.,"I will walk by the tracks this weekend, when the weather is nice.","The walk was so pleasant, I decided to do it again soon.",I am going to walk this path tomorrow.,This walk will become one of my new favorites.
test.sa-sb.sa-b::00850,"Gabe was sitting in his school cafeteria eating his lunch. Suddenly, a female student sat his table. She began to talk to him. Gabe was surprised that someone wanted to talk to him.",0.0,content_diversity,she was pretty,she was good looking,he thinks she is very beautiful,he finds her look mesmerizing,he was drawn to her
test.sa-sb.sa-b::00854,Larry was at the store. He was looking at glassware for his wife. He accidentally bumped into a display of jars. They all fell over and shattered.,1.0,content_diversity,he had to pay for the damages,he was also hurt,he was distraught,he apologize to the store owner,the store owner was not happy with the outcome
test.sa-sb.sa-b::00854,Larry was at the store. He was looking at glassware for his wife. He accidentally bumped into a display of jars. They all fell over and shattered.,0.0,content_diversity,he was cut,he got cut,he got damages all over his body,glass shards inflict wound on him,he was badly wounded
test.sa-sb.sa-b::00792,My daughter and I started a new book last night. It was the first of a new series out. We enjoy reading together at night. We have read a lot of different books together.,1.0,content_diversity,We looked forward to the rest of the series.,This series would be discontinued.,The book was a fun way for us to connect.,I performed the characters using different voices to entertain her.,This would become her favorite book.
test.sa-sb.sa-b::00792,My daughter and I started a new book last night. It was the first of a new series out. We enjoy reading together at night. We have read a lot of different books together.,0.0,content_diversity,"The future of this series was bleak, it would be discontinued.",The book was the first and last of the series.,The book series was discontinued soon after.,We did not know that the series would be discontinued in the future.,The book series would not last long.
test.sa-sb.sa-b::00799,I was walking with my foreign language exchange partner. We exchanged a few words. She made a small grammar mistake in her speech. I politely corrected her.,1.0,content_diversity,she said thank you,we continue practicing,she decided we should get ice cream,we had lots of fun,she teach me some foreign language too
test.sa-sb.sa-b::00843,Ginger took her son to the park one day. When they got there they found a dog. They have been wanting a dog so finding the dog made them happy. But when they started petting the dog they noticed something alarming.,1.0,content_diversity,the dog was missing a leg,the dog was hurt,the dog was a new breed,the dog has a tag,the dog can not see
test.sa-sb.sa-b::00877,The man ate some bread. The bread tasted weird. He looked at the bread. It was visibly moldy.,1.0,content_diversity,He kept eating despite this.,He threw the bread in the trash.,He donated it to a local charity organization.,He stopped eating the bread.,He contacted the store about the bread about a refund as it was a recent purchase.
test.sa-sb.sa-b::00808,"For Haun, snacks are important for watching movies. He gets the same snacks every time he's at the cinema. Haun orders lemonade, popcorn, and gummy bears. Today he also got a hot dog.",1.0,content_diversity,they were delicious,he stuffed himself in the movie,"after eating, he fell asleep in the movie","the movie was boring, but the food was good",he spill his food
test.sa-sb.sa-b::00808,"For Haun, snacks are important for watching movies. He gets the same snacks every time he's at the cinema. Haun orders lemonade, popcorn, and gummy bears. Today he also got a hot dog.",0.0,content_diversity,he let his food fall in the movie,he made a mess inside the theater,the food spills all over,the food he ate created a mess,he was sloppy with his eating habit
test.sa-sb.sa-b::00852,"Xander has a crush on Sadie. He puts notes in her locker every day. Sadie writes notes back. Today, Xander is going to tell her he likes her.",1.0,content_diversity,he was so nervous,she told him she is a lesbian,she said she likes him back,she was not in school,he bought a gift
test.sa-sb.sa-b::00816,Ben is sitting down eating his lunch at school. A kid comes over to Ben and dumps his food on his head. Ben gets up and starts throws his food at the kid. Everyone starts throwing food at each other.,1.0,content_diversity,"The principal tried to end the fight, but was hit in the face with a slice of pizza.","Ben and the kid start rolling around, punching each other.",Some students ran out of the room screaming.,The fight went on for the rest of lunch.,Ben slipped on some of the food.
test.sa-sb.sa-b::00816,Ben is sitting down eating his lunch at school. A kid comes over to Ben and dumps his food on his head. Ben gets up and starts throws his food at the kid. Everyone starts throwing food at each other.,0.0,content_diversity,The principal was hit with a slice of pizza.,The principal could not stop the food fight before he was hit in the face with pizza.,"Someone threw a slice of pizza at the principal, hitting him in the face.",Pizza flew across the room and hit the principal in the face.,"The principal tried to stop the food fight, but was hit with a hot slice of pizza."
test.sa-sb.sa-b::00811,"Our neighbors abandoned their cat. Since then, we've been taking care of her. She comes to our porch to be fed every day. I'm going to set up an appointment with the vet to get shots for her.",1.0,content_diversity,I will adopt this cat,this cat is cute,I hope it will not be hurt,I think it will be fine,this is a matter of animal loving
test.sa-sb.sa-b::00867,Jake offered to buy his friend lunch. As long as Jake chose where. Jake made sure to have a buy one get one free coupon. He used it and earned points for himself.,1.0,content_diversity,they had a good lunch,it was a good way to save,it was smart,they ended up with burgers,they chose a seafood restaurant
test.sa-sb.sa-b::00812,"I got called to the office during class. I walked out and stopped at my locker. Just as I was trying to open my door, the teacher walked out. He said my name and my locker popped open and hit my knee.",1.0,content_diversity,it was painful,my knee was broken,the teacher helps me,the teacher laughs,I was embarrassed
test.sa-sb.sa-b::00861,"My dad bought some nonalcoholic beer. Since it didn't have alcohol, I asked him if I could try it. He told me I wouldn't like it. I tried it, and made a terrible face.",1.0,content_diversity,"He was right, I didn't like it.",I decided to sneak an alcoholic drink to see if it tasted better.,I questioned why he bought nonalcoholic beer in the first place.,It tasted like poison!,Why did I ask to taste this?
test.sa-sb.sa-b::00861,"My dad bought some nonalcoholic beer. Since it didn't have alcohol, I asked him if I could try it. He told me I wouldn't like it. I tried it, and made a terrible face.",0.0,content_diversity,I asked dad why he bought nonalcoholic beer.,"It tasted so bad, I asked my dad why he purchased it.",Why did dad buy this?,I wanted to know why dad bought nonalcoholic.,Why would he buy this kind of beer?
test.sa-sb.sa-b::00835,Tim bought a new scooter. He left it on his front porch. One day it was gone. He filed a police report.,1.0,content_diversity,he never got it back,it took forever,they got it back for him,he also post missing items,he search for it day and night
test.sa-sb.sa-b::00886,The man stubbed his toe. He thought it was broke. He called the doctor. The doctor made a house call.,1.0,content_diversity,His toe was not broken.,His toe was severely sprained.,The doctor placed a cast on his toe.,His toe was only bruised.,The doctor found no broken bones in his toe.
test.sa-sb.sa-b::00846,"Karen had been with her boyfriend for years, hoping to marry. Now her younger brother was engaged and expecting a baby. Karen felt like it was time for her boyfriend to ask her. She gave him an ultimatum to either marry or leave.",0.0,content_diversity,he choose to leave,he ran away,he decided not to marry her,he said he would not marry her,he said no
test.sa-sb.sa-b::00871,"My wife and went to the movies in 1981. We saw the first movie. My wife did not like the second, Harold and Maude, and we left. Yesterday I saw the movie on DVR while my wife was at work.",1.0,content_diversity,I like it,I did not like it either,it was funny,it was not funny,it was not the same on tv
test.sa-sb.sa-b::00871,"My wife and went to the movies in 1981. We saw the first movie. My wife did not like the second, Harold and Maude, and we left. Yesterday I saw the movie on DVR while my wife was at work.",0.0,content_diversity,I enjoy it,I like watching it,it was fun to watch,watching it was enjoyable,I have a good time watching the movie
test.sa-sb.sa-b::00842,The girl got out of bed. She checked her alarm clock. She still had time before work. She set the alarm.,0.0,content_diversity,she fell back asleep,she returned to sleep,she is sleeping some more,she sleeps again,she returns to her slumber
test.sa-sb.sa-b::00823,Lance was ready to make it on the baseball team. He was currently in his try out. He needed to put on a good performance. Lance was going to prove he belong.,0.0,content_diversity,he performs well,he plays very well,he shows what he is capable of,he was one of the one who plays better at the try out,he was great that day
test.sa-sb.sa-b::00862,Donald started running for president. He eventually gets elected to be president. On his very first days in office he makes many changes. One of the first changes he makes is building a huge wall.,1.0,content_diversity,this is about donald trump,"some likes it, some do not",many do not like this wall,it was a good wall,I could care less about that well
test.sa-sb.sa-b::00849,Seth and his friends are bored on a weekend day. They are all coming up with ideas of what to do. Seth asks his friends if they wanna go play basketball. They all agree to the idea.,1.0,content_diversity,Seth thought he would be the MVP.,Seth was ready to show of his skills.,Seth is the only one who shows up.,They went to the public court and set up a game against strangers.,Seth and his friends lost the game.
test.sa-sb.sa-b::00884,John knew how to do almost everything. He did not know how to swim though. John wanted to learn so he took lessons. Eventually John learned how to swim.,1.0,content_diversity,he loves swimming then,he plays water polo,he learns to scuba dive too,he became a water man,next he learns to surf
test.sa-sb.sa-b::00884,John knew how to do almost everything. He did not know how to swim though. John wanted to learn so he took lessons. Eventually John learned how to swim.,0.0,content_diversity,he likes swimming,he became a swimming lover,he enjoy swimming,he has a good time swimming,swimming became one of his favorite
test.sa-sb.sa-b::00888,Kate was using a service to find an apartment for her. They informed her they had 12 units in her price range. But when she arrived they had bad news. They had only found three.,1.0,content_diversity,"Luckily, she loved one of them and rented it.",She hated all of them and had to come back another day.,She fired the service and hired another one.,She decided to find a rental without a service.,She was very unhappy and yelled at them.
test.sa-sb.sa-b::00888,Kate was using a service to find an apartment for her. They informed her they had 12 units in her price range. But when she arrived they had bad news. They had only found three.,0.0,content_diversity,She really liked the first apartment and signed a lease.,Kate was happy with one of the three apartments.,Kate thought the first apartment was perfect and now she lives there.,Kate was pleased to discover that she actually liked one of the three.,"It worked out, though, because she was happy with the apartments they found and rented one."
test.sa-sb.sa-b::00847,Sarah is on vacation in another country. She checks into her hotel room. When she gets to the room she sees something amazing. A diamond is laying on the floor in front of the bed.,0.0,content_diversity,Sarah keeps the diamond for herself.,Sarah chose to keep the diamond.,Sarah picked up the diamond and hid it away.,The diamond was now hers.,Sarah placed the diamond in her pocket.
test.sa-sb.sa-b::00866,I grabbed a glass from the cabinet. Then I sliced a lemon and some cucumber to place in the glass. I poured water into the glass. I sighed after taking a big sip.,1.0,content_diversity,The water was refreshing.,The lemon and cucumber made the water taste better.,It really hit the spot.,Adding lemon and cucumber gave the water some nutrients.,I did not like the taste.
test.sa-sb.sa-b::00866,I grabbed a glass from the cabinet. Then I sliced a lemon and some cucumber to place in the glass. I poured water into the glass. I sighed after taking a big sip.,0.0,content_diversity,The water was crisp and cool.,The water felt great.,The water went down smoothly.,It felt great after taking such a big sip.,My throat felt cool after taking the sip.
test.sa-sb.sa::00680,Tammy had a gambling addiction. Most forms are outlawed where she lives. Except for dog racing. She goes every weekend.,1.0,content_diversity,Tammy has lost everything because of her addiction.,Tammy's family tried to get her help but she refused treatment.,Tammy is convinced she'll hit it big someday and will never have to work again.,Tammy's family is thinking about an intervention because every part of Tammy's life is affected.,Tammy is oblivious to everything falling apart around her from her gambling addiction.
test.sa-sb.sa::00680,Tammy had a gambling addiction. Most forms are outlawed where she lives. Except for dog racing. She goes every weekend.,0.0,content_diversity,Tammy is so addicted to gambling that she lost her children in her divorce but refuses treatment.,Tammy lost her house to foreclosure and still doesn't think she needs get help for her addiction.,Tammy's addiction to gambling has also turned her into an alcoholic but she doesn't realize it.,Tammy continues to deny that she has a problem even though she's lost everything she cared about.,Tammy needs to get help before she becomes a prostitute for gambling money but she won't.
test.sa-sb.sa::00681,Sean's car started overheating. He remembered a trick to cool it down. He turned on his heater to max. It helped keep the car going until he got to a mechanic.,0.0,content_diversity,Sean decided to replace his old car with a new one,He purchased another car,"After that incident, he decided it's time to get a new car","To avoid problems in future, he decided to buy a new car",He replaced his old vehicle with a new one
test.sa-sb.sa::00682,Kate had slept most of the way on the road trip. She was awake now. But she had no headphones to listen to music. Her eyes felt heavy as she stared at the road passing by.,0.0,content_diversity,Car has hit a tree and she bumped into the seat in front of her,Driver lost control of the vehicle and bumped in the tree,She felt braking and could see car crashed in the tree,"Suddenly, she felt strong force and she was on the floor",She felt someone pulling the handbrake as they were crashing in the tree
test.sa-sb.sa::00683,Ben is in his favorite store. He decides to buy some apples. He takes them home and washes them. After washing them he bites into the apple.,1.0,content_diversity,Apple was so hard that his tooth fell out,It was the most delicious apple Ben has ever tried,Apple was very old and tasted very bad,His sister saw him eating an apple and asked if she can get one,All apples looked so delicious that he decided to take a photo and post it on instagram
test.sa-sb.sa::00683,Ben is in his favorite store. He decides to buy some apples. He takes them home and washes them. After washing them he bites into the apple.,0.0,content_diversity,Apple was extraordinary delicious,"When he tried apple, he was surprised with its flavour",It tasted extremely good,This apple was the best fruit he has ever tried,Taste of the apple was extremely delicious
test.sa-sb.sa::00685,My sister-in-law B loved to nibble on raw hamburger. One day we were on vacation together. B made hamburgers for us. Later at night she had stomach cramps.,0.0,content_diversity,B spent three days in the hospital.,They sent her home that evening and told her no more raw burger meat.,The ER doctors were unimpressed when they heard B had eaten raw meat.,She was so embarrassed that this happened.,It ruined our entire vacation.
test.sa-sb.sa::00687,Jake never cooked dinner. He thought he would surprise his girlfriend. He looked up online how to cook a fancy dinner. Jake only messed up small parts of it.,1.0,content_diversity,Jake really wanted to show his girlfriend some fancy moves in the kitchen and she was delighted.,Jake should have chosen some easier recipes but at least he still got something on the table.,Jake's first dinner looked good but he did something wrong with the seasonings and it didn't taste good.,"Jake's girlfriend was so surprised, and loved the meal then told him she would cook next time.",Jake was so proud of himself for persevering and decided he would do this a lot more.
test.sa-sb.sa::00688,Kevin always wanted to be a writer. He decided he wanted to write just like his favorite author. He spent years perfecting his style. He was invited to read at a rally attended by his favorite author.,1.0,content_diversity,Kevin was honored to do so.,Kevin was scared on reading in large groups.,Kevin was worried about his excerpt.,Kevin was a naturally shy person.,Kevin was being too bashful.
